Date,Close,High,Low,Open,Volume
16-03-12,25.7898159,26.06670225,25.71070724,26.03505758,65626400
19-03-12,25.47338295,25.79773335,25.43382861,25.74235667,44789200
20-03-12,25.30724335,25.43382051,25.1094687,25.39426316,41566800
21-03-12,25.24395943,25.43382444,25.17276042,25.28351376,37928600
22-03-12,25.31515503,25.38635402,25.14902505,25.16484587,31749500
23-03-12,25.32307243,25.40218413,25.09365456,25.39427145,35912200
26-03-12,25.78190994,25.79773228,25.43382756,25.46546922,36758300
27-03-12,25.7265358,25.86893384,25.63160478,25.8293795,36274900
28-03-12,25.46546364,25.86892563,25.34680066,25.72652763,41344800
29-03-12,25.41008949,25.46546616,25.16484932,25.3626255,37038500
30-03-12,25.52084541,25.63951144,25.34680573,25.63160178,31749400
02-04-12,25.54457664,25.67906197,25.27560298,25.48919998,35853600
03-04-12,25.26769638,25.46546957,25.04618817,25.44173758,42752100
04-04-12,24.69019508,25.06992369,24.56361938,25.04619018,49455900
05-04-12,24.93544006,25.02245992,24.56362258,24.64273278,50368600
09-04-12,24.60316658,24.84049555,24.50032292,24.69809757,31056400
10-04-12,24.10477829,24.67437035,23.97029144,24.57152667,54131300
11-04-12,24.00984383,24.15224182,23.91491133,24.07313166,43014000
12-04-12,24.50823784,24.55570485,24.06522298,24.11268848,38304000
13-04-12,24.37375069,24.65063554,24.30255168,24.43703852,39749200
16-04-12,24.58735466,24.67437603,24.34211441,24.51615564,38124800
17-04-12,24.87214279,25.00662963,24.68227929,24.73765596,34361500
18-04-12,24.63480949,24.76929631,24.55570084,24.74556432,40552900
19-04-12,24.53197289,25.06200912,24.47659621,24.62690389,54781200
20-04-12,25.64740753,26.01922473,25.35470198,25.43381363,106045000
23-04-12,25.41008949,25.71070784,25.33889049,25.56040018,61398200
24-04-12,25.25187111,25.72653064,25.1806721,25.48128895,40871100
25-04-12,25.47338295,25.56831396,25.2123204,25.25187473,62495500
26-04-12,25.40218163,25.49711263,25.25187244,25.41009129,40308100
27-04-12,25.29933357,25.48919857,25.22022341,25.4100869,41419100
30-04-12,25.3309803,25.4021793,25.25187013,25.29933563,35697200
01-05-12,25.32307243,25.5841365,25.27560843,25.35471711,43832300
02-05-12,25.15694046,25.25978415,25.03036478,25.1964963,37385300
03-05-12,25.12529755,25.23605089,25.00663303,25.22022856,31501300
04-05-12,24.50823784,24.9749862,24.46077234,24.8800552,57927200
07-05-12,24.24717331,24.41330481,24.18388548,24.28672915,48641400
08-05-12,24.12851334,24.35002154,23.86745079,24.112691,46328300
09-05-12,24.33419991,24.38957658,23.8120748,23.88327382,50309300
10-05-12,24.31837082,24.53987897,24.08895301,24.41330332,43839200
11-05-12,24.65063667,24.95125504,24.27882081,24.27882081,43459300
14-05-12,24.27090645,24.55570244,24.23926178,24.38165977,40528900
15-05-12,24.0559082,24.52571919,24.00813125,24.39831298,61822800
16-05-12,23.80905914,24.14350084,23.68165293,24.13553776,60083700
17-05-12,23.66573143,24.05591324,23.65776835,23.88073003,48484000
18-05-12,23.30739975,23.7373954,23.22777048,23.72147076,56205300
21-05-12,23.68962097,23.72147329,23.1401806,23.17203292,38787900
22-05-12,23.69758606,23.79313999,23.49055052,23.64184601,39504900
23-05-12,23.17998695,23.41091011,22.80572993,23.37109624,65171000
24-05-12,23.14813995,23.33128621,22.90129059,23.21980614,52575000
25-05-12,23.14018822,23.37907614,23.10037432,23.25166986,29507200
29-05-12,23.53832436,23.66573059,23.26758572,23.39499196,37758800
30-05-12,23.3631382,23.47461826,23.18795502,23.37110128,41585500
31-05-12,23.24369621,23.42684247,23.04462379,23.33128704,39134000
01-06-12,22.65443802,23.06054435,22.64647494,22.90128735,56634300
04-06-12,22.73406982,22.91721761,22.55092356,22.78981138,47926300
05-06-12,22.7022171,22.89332643,22.60666168,22.7022171,45715400
06-06-12,23.37109756,23.38702372,22.9411005,22.99684052,46860500
07-06-12,23.27554512,23.64980221,23.22776817,23.60202374,37792800
08-06-12,23.60998344,23.63387268,23.13220944,23.25961564,42551100
11-06-12,23.01277733,23.737401,22.9490742,23.67369787,46361900
12-06-12,23.32332039,23.33128195,22.9649895,23.17202496,35337900
13-06-12,23.19591713,23.44276802,23.13221402,23.26758332,32984600
14-06-12,23.3631382,23.45869211,22.99684417,23.35517512,39458900
15-06-12,23.90461349,23.95239044,23.48257947,23.56220873,62314400
18-06-12,23.7612896,23.9125851,23.65777106,23.88073277,58679900
19-06-12,24.44609833,24.77257704,23.92850872,24.03999033,75725800
20-06-12,24.62923813,24.72479203,24.39831341,24.62923813,36257100
21-06-12,24.00017166,24.79646138,23.93646854,24.65312899,48456600
22-06-12,24.44609833,24.46998605,23.91258408,24.12758118,45098100
25-06-12,23.78517342,24.14350286,23.586101,24.1275767,42217200
26-06-12,23.90461349,24.10368589,23.84091039,23.88868734,38421300
27-06-12,24.02406502,24.28684061,23.91258492,24.03999118,33781700
28-06-12,23.81702423,23.9285043,23.42684247,23.87276427,45328400
29-06-12,24.35850143,24.43813071,24.00017047,24.24702137,55227200
02-07-12,24.33461189,24.38239037,24.0559102,24.38239037,30589100
03-07-12,24.4938755,24.4938755,24.02406438,24.07184134,20938100
05-07-12,24.44609833,24.50980145,24.19128431,24.35850596,28801900
06-07-12,24.03998756,24.44609551,23.84887821,24.37442931,38294800
09-07-12,23.88868523,24.07183145,23.71350208,23.98424064,30680800
10-07-12,23.68165588,24.06387458,23.49850961,23.95239451,37534100
11-07-12,23.33128738,23.68165527,23.17999344,23.65776604,39184900
12-07-12,22.79777336,23.23573361,22.72610869,23.21184437,63523600
13-07-12,23.40295219,23.47461838,22.86943807,22.90129039,39085000
16-07-12,23.44277382,23.51444003,23.12425818,23.47462462,27900600
17-07-12,23.61795616,23.77721473,23.25166357,23.60203,33771300
18-07-12,24.24702835,24.24702835,23.4587,23.57018162,41090400
19-07-12,24.42220306,24.52572005,24.19127834,24.29479684,46663200
20-07-12,23.98425102,24.72479931,23.92850946,24.68498542,64021700
23-07-12,23.31536484,23.55425116,23.10036624,23.54628808,55151900
24-07-12,23.21183968,23.37906127,23.01276729,23.28350586,47723300
25-07-12,22.95702934,23.35517415,22.91721547,23.28350796,45579500
26-07-12,23.21980286,23.49054142,23.16406283,23.27554288,45301400
27-07-12,23.69758606,23.76925227,23.23573801,23.47462436,44242600
30-07-12,23.60202599,23.74535837,23.4586936,23.68961834,28905000
31-07-12,23.46665573,23.65776507,23.35517566,23.47461881,37620900
01-08-12,23.41887856,23.60998789,23.25962002,23.56221094,31721800
02-08-12,23.24369621,23.51443483,23.06851151,23.25962085,39520500
03-08-12,23.68962097,23.84091646,23.47462237,23.51443777,35859400
06-08-12,23.84887695,23.97628318,23.73739536,23.88869083,27471800
07-08-12,24.09571838,24.16738455,23.78516599,23.94442297,28002900
08-08-12,24.15146828,24.26294836,23.97628508,24.05591284,26257600
09-08-12,24.28683281,24.40627595,24.12757428,24.19924047,24920800
10-08-12,24.22313881,24.3823974,24.08776947,24.28684194,27810300
13-08-12,24.19924164,24.25498167,24.01609539,24.16739084,23049100
14-08-12,24.15115356,24.35956065,24.05496662,24.28741968,34551400
15-08-12,24.20725632,24.27138144,24.06297442,24.13511537,24351000
16-08-12,24.67216492,24.80041516,24.25535086,24.33550764,35787200
17-08-12,24.76835442,24.78438608,24.51986973,24.78438608,32589900
20-08-12,24.64010811,24.72828075,24.51185783,24.70423325,23737700
21-08-12,24.68819618,24.81644643,24.53589997,24.65613438,28822700
22-08-12,24.47979546,24.6561392,24.42368462,24.51987309,33437400
23-08-12,24.25534821,24.36756678,24.11106631,24.35955094,28355600
24-08-12,24.49582863,24.55193794,24.19123457,24.24734388,22943300
27-08-12,24.60002708,24.81644844,24.51987029,24.79240248,34691100
28-08-12,24.55193329,24.68819939,24.46376219,24.60804412,23947900
29-08-12,24.56796074,24.64811752,24.39963287,24.56796074,23346800
30-08-12,24.30344009,24.53589458,24.22328332,24.47176947,23982100
31-08-12,24.70422745,24.81644603,24.3515385,24.52788374,36590100
04-09-12,24.3595562,24.57597908,24.16718081,24.40765119,48556700
05-09-12,24.3595562,24.47177632,24.21527428,24.22329011,33650000
06-09-12,25.12906456,25.13708039,24.41567063,24.44773396,48371700
07-09-12,24.80843163,24.90461855,24.63208639,24.88057258,42649100
10-09-12,24.62406731,24.7683492,24.45573945,24.71223991,40524000
11-09-12,24.68018341,24.77637034,24.53590149,24.60002662,25191800
12-09-12,24.67216492,24.99279053,24.63208576,24.80041516,32775800
13-09-12,24.80041695,24.99279233,24.36757119,24.76033779,45047300
14-09-12,25.01683807,25.0489014,24.69621244,24.85652602,51422800
17-09-12,25.01683807,25.05691723,24.88057352,25.00080794,36488500
18-09-12,24.99279022,25.01683619,24.87255581,24.9286651,34542700
19-09-12,24.88858986,25.00080999,24.88057556,24.92065319,48871900
20-09-12,25.2092247,25.23327068,24.77637878,24.80844212,45543000
21-09-12,25.00080872,25.33746602,24.92065192,25.1931841,102348900
24-09-12,24.67216492,24.90461791,24.55994481,24.84850862,46825900
25-09-12,24.3595562,24.84851126,24.33551023,24.80843363,54266400
26-09-12,24.183218,24.52789122,24.07901522,24.27139065,54672000
27-09-12,24.17519379,24.36756915,23.95877093,24.18320962,47129900
28-09-12,23.8545742,24.2553567,23.83854254,24.19123156,54229300
01-10-12,23.63814735,24.03091395,23.58203806,23.89464786,54042700
02-10-12,23.77441978,23.95877938,23.6461695,23.79045145,43338900
03-10-12,23.93473244,24.03893522,23.78243465,23.84655979,46655900
04-10-12,24.0709877,24.0709877,23.70226716,24.02289272,43634900
05-10-12,23.92671394,24.24733962,23.83854131,24.23130795,41133900
08-10-12,23.87060165,23.98282024,23.68624058,23.75838154,29752000
09-10-12,23.46982193,23.83854107,23.38966513,23.7904476,45121100
10-10-12,23.22934914,23.49386548,23.20530317,23.36561522,47227100
11-10-12,23.2053051,23.44577396,23.14117997,23.42172647,41488500
12-10-12,23.40570068,23.50188764,23.08507343,23.22133956,46464700
15-10-12,23.65418053,23.82250842,23.44577347,23.54196193,42440200
16-10-12,23.63814735,23.83853857,23.50188127,23.60608555,47739400
17-10-12,23.7183075,23.75838513,23.31752501,23.48585292,44206100
18-10-12,23.64615822,23.83051773,23.45378288,23.76639262,59238500
19-10-12,22.95681953,23.30950854,22.84460093,23.28546104,90470800
22-10-12,22.44381905,23.10911791,22.30755294,23.0289611,83374000
23-10-12,22.48388863,22.60412455,22.25143566,22.25945149,64414800
24-10-12,22.36366272,22.60413313,22.33961675,22.5720698,53320400
25-10-12,22.34762955,22.60413161,22.33159941,22.59611578,54084300
26-10-12,22.61214256,22.71634684,22.31556444,22.3315961,57790000
31-10-12,22.87665749,23.14918808,22.84459416,22.88467179,69464100
01-11-12,23.66219902,23.69426083,23.10110291,23.11713458,72047900
02-11-12,23.64615822,23.86258105,23.50989216,23.71829916,57131600
05-11-12,23.7503643,23.83853692,23.50989548,23.74235,38070800
06-11-12,23.93473244,24.20726467,23.73434118,23.9026691,43401500
07-11-12,23.30950928,23.91068301,23.28546178,23.67021413,57871800
08-11-12,23.09308052,23.54195789,23.08506469,23.3415667,49841800
09-11-12,23.10911751,23.39768138,23.09308584,23.14919514,43291200
12-11-12,22.62016106,23.25339806,22.61214522,23.19728877,61112300
13-11-12,21.89282036,22.0625314,21.61804877,21.83625001,131689200
14-11-12,21.69078636,22.05445515,21.65845956,22.01404665,76086100
15-11-12,21.54532242,21.79584899,21.52107731,21.72311522,50955600
16-11-12,21.43217468,21.57764218,21.28670719,21.55339708,64083300
19-11-12,21.60189438,21.65846475,21.39177475,21.65846475,57179300
20-11-12,21.58572578,21.65845954,21.38368791,21.62613428,47070400
21-11-12,21.77968407,21.95747685,21.55340109,21.58572635,66360300
23-11-12,22.3857975,22.44236786,21.98172174,22.0059653,57845700
26-11-12,22.13526726,22.28881646,21.9574745,22.25649121,85198700
27-11-12,21.88474274,22.12718757,21.85241748,22.11102571,45018600
28-11-12,22.11102867,22.13527223,21.6342191,21.8281753,53018400
29-11-12,21.77968407,22.11102607,21.70695031,21.90898819,69551400
30-11-12,21.51299286,21.92514875,21.4079323,21.8604967,83690200
03-12-12,21.35944176,21.67462031,21.33519666,21.64229506,53173800
04-12-12,21.31096077,21.52107885,21.28671566,21.41601981,49777500
05-12-12,21.55339622,21.76351576,21.2220543,21.3190316,68283800
06-12-12,21.60189438,21.8039323,21.50491704,21.66654645,39182300
07-12-12,21.38368034,21.67461527,21.31094815,21.67461527,46162100
10-12-12,21.77160072,21.79584428,21.43217705,21.46450231,47031100
11-12-12,22.07870483,22.21609069,21.8605035,21.8605035,52282800
12-12-12,22.01404762,22.32114607,21.8847435,22.24841231,43966300
13-12-12,21.90898323,22.24032516,21.77967914,22.07869427,45080100
14-12-12,21.66654015,21.92514837,21.57764453,21.90898651,42077500
17-12-12,21.90090561,21.99788292,21.56148192,21.65037908,42046100
18-12-12,22.2726593,22.32922967,21.93323554,22.02213272,50486900
19-12-12,22.07061386,22.4100375,22.02212521,22.37771225,53519900
20-12-12,22.36963654,22.36963654,21.94131563,22.11102827,52607300
21-12-12,22.18375969,22.21608495,21.82009089,22.18375969,98776500
24-12-12,21.86858177,22.02213101,21.82009311,21.98172404,20842400
26-12-12,21.70694923,21.98172086,21.57764512,21.84433505,31631100
27-12-12,21.78776169,21.89282224,21.47258313,21.73119134,39394000
28-12-12,21.45641708,21.73927036,21.45641708,21.58572117,28239900
31-12-12,21.58572578,21.63421598,21.31095569,21.48874847,42749500
02-01-13,22.3211422,22.4100378,21.94131005,22.0221255,52899300
03-01-13,22.02213097,22.3453913,21.9493972,22.32922789,48294400
04-01-13,21.60996628,22.09485738,21.60188458,22.03828704,52521100
07-01-13,21.56956863,21.72311634,21.52916013,21.63422071,37110400
08-01-13,21.45641708,21.65037476,21.38368334,21.61804797,44703100
09-01-13,21.57765198,21.61805895,21.46450969,21.59381384,49047900
10-01-13,21.38368034,21.80391934,21.24629612,21.53722951,71431300
11-01-13,21.68270302,21.76351847,21.23822034,21.40793141,55512100
14-01-13,21.73119164,21.88474084,21.62613263,21.73927333,48324400
15-01-13,21.98979568,22.05444927,21.68269888,21.68269888,48244500
16-01-13,21.8524189,22.00596659,21.8281738,21.94131452,41077400
17-01-13,22.02213097,22.19992376,21.86858173,21.9736423,51685900
18-01-13,22.02213097,22.05445777,21.85241987,21.90090854,52167700
22-01-13,21.9413166,22.18376302,21.82009417,22.06253904,58650600
23-01-13,22.31306648,22.33731004,21.98172445,21.98172445,50387700
24-01-13,22.32921982,22.68480682,22.19991573,22.3857917,101739300
25-01-13,22.53125763,22.81411089,22.13526368,22.28881286,81847700
28-01-13,22.55551147,22.81411975,22.43428904,22.63632694,56056500
29-01-13,22.63632584,22.73330316,22.30498381,22.48277661,49242600
30-01-13,22.50701904,22.78179067,22.43428529,22.63632316,43580500
31-01-13,22.18375969,22.60399731,22.14335119,22.45853133,50530000
01-02-13,22.57167244,22.66864976,22.264574,22.36155286,55565900
04-02-13,22.17567825,22.64440608,22.15951485,22.52318366,50540000
05-02-13,22.22416306,22.35346715,22.11102235,22.3211419,35410400
06-02-13,22.09486389,22.25649482,22.02213013,22.12718915,41889600
07-02-13,22.046381,22.13527664,21.90091343,22.10295137,38028300
08-02-13,22.26457596,22.39388009,22.07061976,22.10294656,33318500
11-02-13,22.51509857,22.56358722,22.22416357,22.34538598,32247700
12-02-13,22.53125763,22.62823646,22.42619864,22.53125763,35990900
13-02-13,22.65249252,22.7171446,22.53126854,22.57167705,41715600
14-02-13,22.66057205,22.67673391,22.52318622,22.56359318,32663200
15-02-13,22.63632584,22.75754826,22.53126527,22.66057094,49650900
19-02-13,22.85633278,22.88892723,22.65262214,22.71780948,38781400
20-02-13,22.70965958,22.97855752,22.67706513,22.92151724,44110200
21-02-13,22.4000206,22.60373123,22.18816136,22.60373123,49078500
22-02-13,22.62002373,22.62002373,22.39186731,22.5548364,31425900
25-02-13,22.30224037,22.85633198,22.30224037,22.79114464,48011800
26-02-13,22.30224037,22.48965378,22.27779454,22.31038743,49923300
27-02-13,22.66076851,22.81558901,22.2696445,22.34298045,36394700
28-02-13,22.65261841,22.79114168,22.6037283,22.71780574,35840200
01-03-13,22.77484322,22.79928749,22.42446077,22.5874283,34849700
04-03-13,22.93781662,22.93781662,22.57113842,22.69336449,38157500
05-03-13,23.10079384,23.25561441,22.94597327,23.05190371,41432200
06-03-13,22.88892746,23.00300492,22.6363267,22.9867077,51448500
07-03-13,22.92966652,23.04374552,22.82373768,22.90522224,29196700
08-03-13,22.81559563,23.08449366,22.78300117,23.0193063,37667800
11-03-13,22.70965958,22.79114258,22.54669047,22.7666983,36627500
12-03-13,22.74225616,22.77485061,22.5222483,22.68521743,39255200
13-03-13,22.75039482,22.83187935,22.61187158,22.70965333,29093400
14-03-13,22.92966652,22.94596374,22.75855035,22.81558907,55914800
15-03-13,22.84818649,22.94596673,22.79929482,22.84003788,92710300
18-03-13,22.89707565,23.04374756,22.66077057,22.7178093,44809400
19-03-13,22.9622612,22.99485409,22.84003514,22.91337109,51901600
20-03-13,23.07633972,23.21486301,22.96226227,23.09263694,35447800
21-03-13,22.90522385,23.10893448,22.85633218,22.90522385,34233200
22-03-13,23.01930428,23.09264024,22.89707819,22.97041415,28720900
25-03-13,22.94596291,23.1007834,22.7829938,23.06004035,44154000
26-03-13,22.94596291,23.09263479,22.90522141,23.01115024,27824300
27-03-13,23.1170826,23.18226993,22.88077752,22.92966764,36047400
28-03-13,23.31264877,23.35339028,23.02745353,23.07634366,55453800
01-04-13,23.31264877,23.35339028,23.10893811,23.33709306,29201100
02-04-13,23.46745872,23.50820177,23.23930386,23.29634258,28456500
03-04-13,23.27189636,23.58968593,23.2556007,23.42671684,35062800
04-04-13,23.30449677,23.31264538,23.03559879,23.13337902,45263200
05-04-13,23.38598061,23.45116794,22.9052234,22.99485502,50927300
08-04-13,23.29634476,23.4104222,23.19856298,23.4104222,34759500
09-04-13,24.12748909,24.29860528,23.36968525,23.41042676,77733800
10-04-13,24.6734314,24.70602429,24.05415091,24.09489241,71116700
11-04-13,23.58153725,23.79339644,23.41041955,23.71191189,130923200
12-04-13,23.45931816,23.64673158,23.35338776,23.50820828,62886300
15-04-13,23.37783241,23.61413594,23.23116051,23.34523797,56332900
16-04-13,23.60598373,23.744507,23.38597747,23.54894501,52797300
17-04-13,23.49191284,23.6630306,23.30449941,23.50821007,52840700
18-04-13,23.45931816,23.61413713,23.22301307,23.58969285,56906600
19-04-13,24.25785637,24.6408317,24.12748172,24.13563033,99790700
22-04-13,25.12159729,25.40679251,24.66528587,24.68973015,137904000
23-04-13,24.93418121,25.17863335,24.75491487,25.01566578,59126900
24-04-13,25.87939644,26.00977111,24.93417932,24.95047654,90946600
25-04-13,26.02606583,26.75942365,25.70012919,25.8386509,110700200
26-04-13,25.90384483,26.0586638,25.62679825,25.99347646,47799300
29-04-13,26.57201767,26.6290564,25.88754976,25.91199405,59116400
30-04-13,26.97128487,26.97943503,26.30311428,26.53127229,75165200
01-05-13,26.66164589,26.95498967,26.56386256,26.83276206,54330900
02-05-13,27.02018547,27.02833253,26.39275618,26.58831981,46059500
03-05-13,27.28907776,27.31352204,26.95499245,27.07721696,46784600
06-05-13,27.50093651,27.63131119,27.09351523,27.23203697,40978300
07-05-13,27.14240456,27.53352858,27.08536583,27.41945113,43078300
08-05-13,26.88165855,27.0853692,26.60461195,26.94684435,51595700
09-05-13,26.61275101,26.88979753,26.55571229,26.76756993,46417800
10-05-13,26.6371994,26.66164679,26.33570856,26.62090218,36394900
13-05-13,26.91424179,26.94683623,26.52311784,26.5720095,36027600
14-05-13,27.51325607,27.51325607,26.91425026,26.96348477,56870100
15-05-13,27.7758255,27.81685581,27.43119341,27.44760491,46303900
16-05-13,27.96456528,28.02200398,27.52966823,27.60351844,59382900
17-05-13,28.61280441,28.61280441,27.98097553,28.00559435,60666700
20-05-13,28.78512573,28.80153411,28.45690186,28.49792906,54020800
21-05-13,28.59638214,28.94101737,28.48971209,28.80152119,48702400
22-05-13,28.39945602,28.58818361,28.19431693,28.54715642,66047500
23-05-13,28.02200317,28.35022387,27.81686407,28.08764606,51102700
24-05-13,28.12047386,28.12867805,27.81686881,27.83327719,33174400
28-05-13,28.7358799,28.86716877,28.23534009,28.24354428,48212100
29-05-13,28.62100029,28.73587765,28.36662675,28.50612293,38412200
30-05-13,28.74409103,28.92461445,28.56357075,28.59639062,51131000
31-05-13,28.63742065,28.94922984,28.54715895,28.57177464,56165700
03-06-13,29.20359993,29.23642293,28.5799785,28.65382556,51252600
04-06-13,28.71125221,29.32666914,28.53072891,29.22820017,65529500
05-06-13,28.53894806,28.62920976,28.2517546,28.39124767,46025100
06-06-13,28.68664551,28.8097302,28.3009862,28.58817964,37618500
07-06-13,29.26923943,29.35950111,28.76870275,28.92460731,40757300
10-06-13,29.10513496,29.25283536,28.83434986,29.13795484,35994500
11-06-13,28.58818626,28.86717558,28.45689736,28.76050236,39435900
12-06-13,28.7194767,28.94102732,28.59639198,28.83435411,37372700
13-06-13,28.48972321,28.73588953,28.38304998,28.71127384,45654900
14-06-13,28.22713852,28.46509747,28.10405382,28.35022009,53192600
17-06-13,28.7194767,28.85076561,28.41587168,28.46510307,49670100
18-06-13,28.70306396,28.85896856,28.63742108,28.69485978,28616500
19-06-13,28.38303375,28.79331178,28.38303375,28.68663861,30816200
20-06-13,27.48043442,28.1697019,27.3819654,28.11226007,54493700
21-06-13,27.29991341,27.67736862,27.11938999,27.61992992,85338500
24-06-13,27.66916656,28.06303331,26.72552532,27.02913036,56109000
25-06-13,27.62812805,28.21072538,27.45581199,27.96455913,44073400
26-06-13,28.18610954,28.29278275,27.80865437,27.99738196,48665900
27-06-13,28.40765762,28.5389465,28.30919175,28.32560325,28993100
28-06-13,28.34201813,28.54715722,28.17790623,28.21072923,65545500
01-07-13,28.19431305,28.71126436,28.16969736,28.51432948,31055400
02-07-13,27.84967804,28.25995617,27.5953076,28.23534048,37630000
03-07-13,27.90712166,28.20252246,27.57069366,27.61992817,15994400
05-07-13,28.07123566,28.09585448,27.55428734,27.97276976,26085900
08-07-13,28.16971207,28.38305542,27.88251535,28.18612045,32396900
09-07-13,28.18610954,28.39124863,28.01379346,28.37484026,25318500
10-07-13,28.47330856,28.56357027,28.16149625,28.17790775,29658800
11-07-13,29.28565788,29.3513039,28.63742068,28.71947507,53638300
12-07-13,29.26923943,29.31847393,28.94922299,29.19539237,35501200
15-07-13,29.67952347,29.72055379,29.1953982,29.26104108,34142600
16-07-13,29.76156616,29.892855,29.50719268,29.54821985,36378500
17-07-13,29.32668114,29.86004081,29.12154208,29.81901362,37285100
18-07-13,29.08051109,29.44976202,28.89999085,29.31026896,49547100
19-07-13,25.7654686,26.80757395,25.45365788,26.5860265,248428500
22-07-13,26.26601219,26.26601219,25.92958572,26.01164168,79040700
23-07-13,26.1101017,26.29062509,26.01984,26.18395189,65810400
24-07-13,26.22497749,26.41370506,26.16753881,26.2906235,52803100
25-07-13,25.75726128,25.9706061,25.6423839,25.94599041,63213000
26-07-13,25.94599152,25.94599152,25.60956199,25.65059074,38633600
29-07-13,25.88034248,25.92957542,25.76546355,25.82290224,28870700
30-07-13,26.13471985,26.35626887,25.88855201,26.07728116,45799500
31-07-13,26.12651062,26.29882668,26.01983743,26.23318224,43898400
01-08-13,25.98701477,26.33164844,25.92957609,26.30703275,42557900
02-08-13,26.1675396,26.17574535,25.90496183,26.00342928,29199900
05-08-13,26.01163673,26.25780301,25.96240223,26.17574706,30984000
06-08-13,25.91316986,25.98702006,25.74905796,25.88855261,36331500
07-08-13,26.30703545,26.33985532,25.64238373,25.88034581,38078600
08-08-13,26.98810196,27.13580238,26.2988344,26.45474213,59034400
09-08-13,26.83219147,26.99630335,26.6434639,26.88963016,26800700
12-08-13,26.97167969,27.05373718,26.63525179,26.63525179,25493700
13-08-13,26.63288498,26.897313,26.61635783,26.86425871,39464100
14-08-13,26.73204231,27.56664575,26.19492432,26.55851203,48519600
15-08-13,26.26929855,26.59157003,25.48427644,26.44282886,33338000
16-08-13,26.27755928,26.43456401,26.16187241,26.26929728,32866300
19-08-13,25.93875885,26.418035,25.93049528,26.24450472,27902500
20-08-13,26.12882423,26.36019801,25.92223961,25.98008305,22979600
21-08-13,26.1205616,26.45109512,26.06271815,26.1205616,37409100
